epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
86,20422.7,1.46066,2.00013,1.33392,0.01082,0.52337,0.6731,0.50441,0.50431,0.32285,0.67202,0.49131,0.49251,0.33665,1.59415,2.40345,1.73514,0.02635,0,0.0173775,0.0057925,0.0173775,0.0057925,0.0173775,0.0057925,0.0173775,0.0057925
87,20659.1,1.44732,1.96639,1.32328,0.01106,0.52817,0.56828,0.47256,0.50771,0.32532,0.59743,0.45095,0.49124,0.34023,1.60348,2.39701,1.75704,0.02701,0,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743
88,20896.9,1.46535,1.99158,1.3177,0.01112,0.53115,0.56341,0.46488,0.49752,0.32036,0.57263,0.4586,0.48708,0.33346,1.61874,2.42406,1.78918,0.02692,0,0.0170805,0.0056935,0.0170805,0.0056935,0.0170805,0.0056935,0.0170805,0.0056935
89,21135.4,1.45004,1.99308,1.31942,0.01099,0.52658,0.548,0.48604,0.506,0.32029,0.6048,0.45406,0.49536,0.33665,1.60616,2.39061,1.75284,0.02689,0,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644
90,21372.5,1.44753,1.98218,1.32633,0.01075,0.5183,0.57785,0.47132,0.50685,0.32259,0.57359,0.4661,0.49328,0.33365,1.60494,2.45589,1.76141,0.02651,0,0.0167835,0.0055945,0.0167835,0.0055945,0.0167835,0.0055945,0.0167835,0.0055945
91,21609.5,1.44807,1.97249,1.29535,0.01079,0.5189,0.56567,0.47146,0.49555,0.31593,0.55608,0.45892,0.4782,0.32585,1.62016,2.44484,1.7544,0.02703,0,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545
92,21847.8,1.44024,1.95703,1.30667,0.01092,0.52038,0.72018,0.47809,0.50188,0.31795,0.71431,0.47083,0.49189,0.32749,1.61505,2.42322,1.70098,0.02698,0,0.0164865,0.0054955,0.0164865,0.0054955,0.0164865,0.0054955,0.0164865,0.0054955
93,22085.4,1.43587,1.95417,1.29599,0.01098,0.51576,0.71962,0.48065,0.50735,0.32491,0.73007,0.47543,0.49717,0.335,1.59665,2.41787,1.71977,0.02613,0,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446
94,22321.1,1.43346,1.94746,1.2992,0.01067,0.51843,0.58156,0.48431,0.50705,0.32629,0.57741,0.4792,0.49148,0.33369,1.60309,2.48842,1.76959,0.02619,0,0.0161895,0.0053965,0.0161895,0.0053965,0.0161895,0.0053965,0.0161895,0.0053965
95,22558.9,1.4577,1.98342,1.31553,0.01048,0.53016,0.73627,0.48434,0.51406,0.3333,0.72491,0.47907,0.4967,0.33806,1.58975,2.41283,1.72029,0.02618,0,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347
96,22797.3,1.44034,1.9603,1.27156,0.01054,0.49949,0.5598,0.48885,0.50602,0.32525,0.60084,0.45857,0.49378,0.3341,1.58368,2.4358,1.78079,0.02605,0,0.0158925,0.0052975,0.0158925,0.0052975,0.0158925,0.0052975,0.0158925,0.0052975
97,23033,1.4271,1.94842,1.27517,0.01058,0.50057,0.71168,0.4941,0.50663,0.32264,0.70304,0.48703,0.49233,0.33246,1.59875,2.45151,1.71588,0.0265,0,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248
98,23270.4,1.44013,1.9289,1.26369,0.01079,0.50304,0.71043,0.49376,0.50813,0.32997,0.71357,0.47999,0.49199,0.33211,1.58524,2.43852,1.72032,0.02579,0,0.0155955,0.0051985,0.0155955,0.0051985,0.0155955,0.0051985,0.0155955,0.0051985
99,23508.3,1.43917,1.9216,1.26314,0.0108,0.49784,0.76921,0.46816,0.52054,0.33238,0.77478,0.45458,0.50386,0.34087,1.5949,2.45622,1.74271,0.02655,0,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149
100,23744.2,1.40956,1.91933,1.24034,0.01058,0.48367,0.59475,0.484,0.51127,0.32834,0.59147,0.47681,0.49968,0.33566,1.5873,2.46472,1.76216,0.02604,0,0.0152985,0.0050995,0.0152985,0.0050995,0.0152985,0.0050995,0.0152985,0.0050995
101,23981.1,1.41307,1.90028,1.23241,0.01066,0.49848,0.60854,0.48172,0.52289,0.33561,0.58345,0.49152,0.50633,0.34319,1.58412,2.44943,1.74947,0.02606,0,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
102,24218.9,1.40694,1.90785,1.21679,0.01045,0.49012,0.62783,0.47099,0.52017,0.33337,0.61259,0.46557,0.49936,0.33682,1.59849,2.47265,1.7425,0.02618,0,0.0150015,0.0050005,0.0150015,0.0050005,0.0150015,0.0050005,0.0150015,0.0050005
103,24455.3,1.40215,1.88229,1.22224,0.01047,0.48959,0.56537,0.49793,0.51156,0.33247,0.72336,0.4703,0.49494,0.33812,1.58802,2.47668,1.77076,0.02607,0,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951
104,24692.1,1.41202,1.90895,1.22287,0.0106,0.47527,0.59665,0.48573,0.50844,0.33164,0.58439,0.48019,0.49392,0.33342,1.59239,2.48552,1.75527,0.02611,0,0.0147045,0.0049015,0.0147045,0.0049015,0.0147045,0.0049015,0.0147045,0.0049015
105,24928.6,1.4023,1.88429,1.20705,0.01033,0.48285,0.61012,0.48334,0.51469,0.33353,0.6059,0.47936,0.50011,0.33737,1.59235,2.48366,1.75337,0.0261,0,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852
106,25164.9,1.4014,1.87985,1.22272,0.01025,0.47599,0.5827,0.49604,0.51051,0.33114,0.5671,0.48892,0.49214,0.33429,1.59064,2.47678,1.77483,0.02607,0,0.0144075,0.0048025,0.0144075,0.0048025,0.0144075,0.0048025,0.0144075,0.0048025
107,25402.3,1.39996,1.87952,1.20222,0.01007,0.48475,0.60669,0.48331,0.51391,0.3319,0.59733,0.47738,0.50177,0.33805,1.58154,2.47825,1.74618,0.02593,0,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753
108,25638.5,1.38488,1.85531,1.17914,0.01022,0.46769,0.73249,0.48618,0.5098,0.32723,0.73039,0.47867,0.49356,0.3311,1.59943,2.45515,1.78903,0.02669,0,0.0141105,0.0047035,0.0141105,0.0047035,0.0141105,0.0047035,0.0141105,0.0047035
109,25874.8,1.40345,1.91196,1.19102,0.00996,0.47852,0.57523,0.50032,0.50633,0.32498,0.72577,0.49134,0.49036,0.32896,1.59353,2.45384,1.75252,0.02627,0,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654
110,26112,1.40032,1.86503,1.19333,0.01026,0.46558,0.55386,0.51044,0.49944,0.32315,0.57201,0.48076,0.48525,0.32561,1.59783,2.49935,1.79026,0.02603,0,0.0138135,0.0046045,0.0138135,0.0046045,0.0138135,0.0046045,0.0138135,0.0046045
111,26348.5,1.39111,1.83941,1.20704,0.01016,0.45872,0.59875,0.47465,0.50147,0.32679,0.73507,0.46679,0.48823,0.33226,1.58752,2.51519,1.76298,0.02573,0,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555
112,26584,1.3876,1.86595,1.19007,0.01001,0.47926,0.57038,0.49767,0.51239,0.33054,0.5658,0.49398,0.49564,0.33548,1.58792,2.48002,1.75767,0.02589,0,0.0135165,0.0045055,0.0135165,0.0045055,0.0135165,0.0045055,0.0135165,0.0045055
113,26820,1.39676,1.8629,1.18796,0.01006,0.46263,0.55559,0.49979,0.51239,0.33071,0.56256,0.49129,0.49626,0.33733,1.60863,2.47864,1.77175,0.02662,0,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456
114,27057.1,1.38796,1.85754,1.17094,0.01004,0.45757,0.55063,0.52397,0.50973,0.3287,0.59167,0.46586,0.49254,0.33979,1.61313,2.49983,1.75173,0.02691,0,0.0132195,0.0044065,0.0132195,0.0044065,0.0132195,0.0044065,0.0132195,0.0044065
115,27293.2,1.37375,1.85241,1.1558,0.01002,0.44865,0.56059,0.4974,0.50705,0.32974,0.55571,0.49309,0.493,0.33671,1.59739,2.50605,1.78266,0.02627,0,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357
116,27529.5,1.38989,1.8664,1.17603,0.00986,0.45932,0.54932,0.51072,0.50962,0.33204,0.61425,0.45735,0.49992,0.33327,1.5764,2.51409,1.76292,0.02588,0,0.0129225,0.0043075,0.0129225,0.0043075,0.0129225,0.0043075,0.0129225,0.0043075
117,27766.1,1.37426,1.82387,1.17214,0.00998,0.4629,0.61613,0.48582,0.52083,0.33557,0.61655,0.47421,0.50444,0.33981,1.59596,2.49145,1.75544,0.02655,0,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258
118,28002.2,1.34839,1.80692,1.14671,0.00981,0.45515,0.61299,0.47712,0.51328,0.33217,0.60763,0.47339,0.49722,0.33622,1.58898,2.51403,1.77549,0.02617,0,0.0126255,0.0042085,0.0126255,0.0042085,0.0126255,0.0042085,0.0126255,0.0042085
119,28238.5,1.37795,1.83588,1.15232,0.00982,0.45094,0.5634,0.51215,0.51092,0.3304,0.5658,0.49626,0.49375,0.33569,1.58623,2.54519,1.79577,0.02592,0,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159
120,28475.7,1.37215,1.81176,1.12627,0.00985,0.43968,0.74291,0.4865,0.51225,0.32882,0.74392,0.47651,0.49752,0.3368,1.59367,2.52837,1.80927,0.02627,0,0.0123285,0.0041095,0.0123285,0.0041095,0.0123285,0.0041095,0.0123285,0.0041095
121,28712.1,1.37096,1.81174,1.12244,0.00975,0.4424,0.70622,0.49823,0.50649,0.32862,0.69579,0.48599,0.48696,0.33261,1.5826,2.54501,1.8173,0.02569,0,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406
122,28948.2,1.37451,1.82619,1.1411,0.00986,0.43344,0.69663,0.50578,0.51078,0.33857,0.73189,0.46974,0.49756,0.33765,1.56136,2.55422,1.79546,0.02509,0,0.0120315,0.0040105,0.0120315,0.0040105,0.0120315,0.0040105,0.0120315,0.0040105
123,29185.2,1.36018,1.81594,1.14377,0.00963,0.45926,0.61233,0.52481,0.51555,0.33484,0.60836,0.51895,0.50338,0.33832,1.56911,2.55257,1.80887,0.02563,0,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961
124,29423.2,1.35973,1.80182,1.12531,0.00967,0.45776,0.65939,0.52962,0.52014,0.33801,0.66839,0.51928,0.50081,0.33635,1.58124,2.52842,1.79507,0.02596,0,0.0117345,0.0039115,0.0117345,0.0039115,0.0117345,0.0039115,0.0117345,0.0039115
125,29658.6,1.35257,1.81467,1.13927,0.00949,0.4424,0.59545,0.49441,0.51269,0.33938,0.58216,0.48895,0.49694,0.33556,1.58223,2.54604,1.77778,0.02587,0,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862
126,29895,1.34964,1.78375,1.1094,0.00955,0.43343,0.58901,0.50439,0.51018,0.33073,0.58456,0.49654,0.49325,0.33631,1.59731,2.57761,1.79829,0.02619,0,0.0114375,0.0038125,0.0114375,0.0038125,0.0114375,0.0038125,0.0114375,0.0038125
127,30132.8,1.35557,1.79296,1.11394,0.00973,0.43967,0.71089,0.50319,0.51094,0.32994,0.70923,0.49506,0.49614,0.33421,1.59312,2.55765,1.81379,0.02628,0,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763
128,30368.8,1.34642,1.78172,1.09787,0.00961,0.42939,0.59253,0.49242,0.50684,0.33092,0.58423,0.48617,0.49178,0.33459,1.59352,2.56891,1.80525,0.02621,0,0.0111405,0.0037135,0.0111405,0.0037135,0.0111405,0.0037135,0.0111405,0.0037135
129,30604.2,1.32456,1.76538,1.09317,0.00976,0.42677,0.74089,0.47798,0.50919,0.33306,0.73883,0.47457,0.49384,0.33806,1.58263,2.57709,1.80688,0.02594,0,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664
130,30840.7,1.34157,1.77231,1.1138,0.00929,0.42819,0.62105,0.47088,0.5116,0.33593,0.62692,0.45909,0.49202,0.33554,1.57219,2.60924,1.79237,0.02554,0,0.0108435,0.0036145,0.0108435,0.0036145,0.0108435,0.0036145,0.0108435,0.0036145
131,31077.2,1.33832,1.76225,1.08201,0.00962,0.41376,0.56115,0.50372,0.50905,0.33831,0.58087,0.48216,0.49921,0.34152,1.57506,2.62715,1.77696,0.02571,0,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565
132,31312,1.31406,1.74367,1.07537,0.00966,0.41372,0.55702,0.50495,0.51124,0.33808,0.70503,0.49165,0.49824,0.34107,1.58126,2.59817,1.7939,0.02588,0,0.0105465,0.0035155,0.0105465,0.0035155,0.0105465,0.0035155,0.0105465,0.0035155
133,31548.6,1.32881,1.74957,1.077,0.00922,0.40531,0.75067,0.47354,0.50819,0.33503,0.75075,0.46722,0.4946,0.3359,1.58042,2.60638,1.80121,0.02572,0,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466
134,31785.6,1.32769,1.74448,1.07837,0.00938,0.41837,0.72129,0.49757,0.51012,0.33808,0.71679,0.48849,0.49378,0.33486,1.56787,2.6186,1.82165,0.02549,0,0.0102495,0.0034165,0.0102495,0.0034165,0.0102495,0.0034165,0.0102495,0.0034165
135,32020.9,1.31522,1.73093,1.06314,0.00931,0.41183,0.59114,0.50107,0.50828,0.33757,0.5793,0.4915,0.49482,0.33972,1.57579,2.58517,1.82531,0.02578,0,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367
136,32257.6,1.31875,1.74963,1.07179,0.00922,0.39667,0.60598,0.48518,0.50808,0.34031,0.60492,0.47749,0.49553,0.34059,1.57671,2.58757,1.81486,0.02562,0,0.0099525,0.0033175,0.0099525,0.0033175,0.0099525,0.0033175,0.0099525,0.0033175
137,32494.2,1.31751,1.72467,1.05835,0.00936,0.41014,0.75211,0.48395,0.5074,0.33501,0.73985,0.47431,0.49413,0.33738,1.58239,2.60924,1.80846,0.02587,0,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268
138,32729.7,1.32495,1.72386,1.05465,0.00932,0.4003,0.61525,0.4751,0.50751,0.33302,0.61356,0.47074,0.49344,0.338,1.58226,2.60788,1.79671,0.02585,0,0.0096555,0.0032185,0.0096555,0.0032185,0.0096555,0.0032185,0.0096555,0.0032185
139,32966.6,1.3159,1.72814,1.06253,0.00917,0.40368,0.75567,0.47846,0.51264,0.3392,0.76241,0.466,0.49598,0.34046,1.58118,2.61876,1.78443,0.02598,0,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169
140,33202.8,1.31459,1.73355,1.06217,0.00925,0.40248,0.59394,0.48885,0.50426,0.33352,0.59016,0.4831,0.49171,0.33575,1.58785,2.61893,1.81121,0.02624,0,0.0093585,0.0031195,0.0093585,0.0031195,0.0093585,0.0031195,0.0093585,0.0031195
141,33438.8,1.31373,1.73432,1.03651,0.00916,0.39973,0.73147,0.49289,0.5115,0.33805,0.72282,0.49376,0.49926,0.33742,1.59088,2.63909,1.80809,0.02595,0,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307
142,33676.6,1.31974,1.73263,1.04513,0.0092,0.39345,0.75067,0.49108,0.51427,0.34036,0.74882,0.48615,0.50194,0.33806,1.59749,2.6117,1.80239,0.02608,0,0.0090615,0.0030205,0.0090615,0.0030205,0.0090615,0.0030205,0.0090615,0.0030205
143,33912.6,1.28946,1.69126,1.01477,0.00902,0.39104,0.64349,0.46938,0.51662,0.34019,0.64091,0.46583,0.503,0.33699,1.60472,2.62776,1.75031,0.0259,0,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971
144,34148.7,1.31122,1.71727,1.04025,0.00931,0.39924,0.62122,0.48286,0.5174,0.3383,0.61734,0.47339,0.49949,0.33889,1.6012,2.62,1.7869,0.02604,0,0.0087645,0.0029215,0.0087645,0.0029215,0.0087645,0.0029215,0.0087645,0.0029215
145,34384.9,1.29184,1.68903,1.02897,0.00906,0.38058,0.58179,0.49718,0.5169,0.34095,0.62818,0.46383,0.49907,0.33932,1.58687,2.62621,1.79657,0.02594,0,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872
146,34621.6,1.31225,1.73375,1.02634,0.009,0.39475,0.59581,0.48882,0.51505,0.33901,0.64291,0.45534,0.49773,0.33948,1.5796,2.6152,1.79824,0.02558,0,0.0084675,0.0028225,0.0084675,0.0028225,0.0084675,0.0028225,0.0084675,0.0028225
147,34857.6,1.30632,1.7021,1.03361,0.00897,0.38957,0.61021,0.49047,0.51688,0.33983,0.60286,0.48363,0.50068,0.33939,1.57435,2.65599,1.79885,0.02542,0,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773
148,35093.8,1.29396,1.68142,1.02579,0.00901,0.39287,0.58688,0.49171,0.5161,0.33738,0.61168,0.46365,0.498,0.3367,1.57494,2.64222,1.84193,0.02542,0,0.0081705,0.0027235,0.0081705,0.0027235,0.0081705,0.0027235,0.0081705,0.0027235
149,35330.4,1.26711,1.64557,0.99271,0.00895,0.3711,0.60301,0.47897,0.51283,0.33861,0.59338,0.47138,0.49726,0.33642,1.57911,2.64669,1.84676,0.02539,0,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674
150,35567,1.29385,1.67302,1.01874,0.00909,0.38151,0.59907,0.47943,0.51216,0.3331,0.59349,0.46963,0.49638,0.33418,1.58638,2.68526,1.84393,0.02567,0,0.0078735,0.0026245,0.0078735,0.0026245,0.0078735,0.0026245,0.0078735,0.0026245
151,35803.4,1.29392,1.67812,1.00093,0.00882,0.37368,0.58815,0.48002,0.51201,0.33705,0.58149,0.46943,0.49715,0.33548,1.58621,2.64071,1.84395,0.0257,0,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575
152,36040.6,1.27094,1.6458,0.98674,0.00893,0.37811,0.60822,0.47544,0.51856,0.34215,0.60534,0.46717,0.50226,0.33938,1.58267,2.64996,1.82016,0.02556,0,0.0075765,0.0025255,0.0075765,0.0025255,0.0075765,0.0025255,0.0075765,0.0025255
153,36277.5,1.2987,1.7009,1.02908,0.00884,0.38863,0.60129,0.48597,0.51789,0.34076,0.5862,0.48883,0.49951,0.33528,1.58162,2.67363,1.81488,0.02568,0,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476
154,36513.7,1.28411,1.66631,0.99945,0.00891,0.39414,0.54049,0.51723,0.51528,0.341,0.57006,0.49275,0.50116,0.33717,1.5744,2.66574,1.81115,0.02547,0,0.0072795,0.0024265,0.0072795,0.0024265,0.0072795,0.0024265,0.0072795,0.0024265
155,36750.4,1.27756,1.65004,0.99295,0.0088,0.37887,0.52247,0.53506,0.51129,0.33876,0.60595,0.4635,0.4941,0.33761,1.5765,2.67627,1.82043,0.02571,0,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377
156,36987.9,1.27006,1.63864,0.98177,0.00884,0.37214,0.57028,0.49796,0.51401,0.33798,0.5705,0.48883,0.49673,0.33646,1.57661,2.68176,1.82414,0.02561,0,0.0069825,0.0023275,0.0069825,0.0023275,0.0069825,0.0023275,0.0069825,0.0023275
157,37223.7,1.27709,1.67241,0.98526,0.0088,0.37634,0.56021,0.50544,0.50959,0.33599,0.56862,0.48633,0.49688,0.33576,1.58596,2.69727,1.80404,0.0257,0,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278
158,37461.1,1.24643,1.62173,0.96998,0.00878,0.35955,0.53659,0.51666,0.50846,0.33443,0.60175,0.46774,0.49356,0.33373,1.58491,2.69897,1.84263,0.02567,0,0.0066855,0.0022285,0.0066855,0.0022285,0.0066855,0.0022285,0.0066855,0.0022285
159,37698.8,1.26314,1.62816,0.97296,0.0087,0.36436,0.60733,0.48385,0.51217,0.33781,0.61485,0.46929,0.49866,0.33843,1.58643,2.69807,1.83417,0.02576,0,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179
160,37934.7,1.25636,1.63649,0.98263,0.00872,0.36517,0.57413,0.50223,0.51389,0.33907,0.5907,0.48028,0.49821,0.33706,1.58219,2.692,1.84076,0.02575,0,0.0063885,0.0021295,0.0063885,0.0021295,0.0063885,0.0021295,0.0063885,0.0021295
161,38171.5,1.26075,1.64947,0.96617,0.00845,0.36902,0.57399,0.49888,0.51525,0.33947,0.58425,0.47442,0.49954,0.33768,1.58923,2.69412,1.82664,0.02597,0,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208
162,38408.6,1.25766,1.63951,0.97508,0.00849,0.36497,0.59151,0.49312,0.51833,0.34026,0.58237,0.48418,0.50216,0.34066,1.58591,2.71551,1.8171,0.02594,0,0.0060915,0.0020305,0.0060915,0.0020305,0.0060915,0.0020305,0.0060915,0.0020305
163,38644.8,1.25687,1.65047,0.9691,0.0087,0.36836,0.59294,0.49673,0.51704,0.34044,0.58637,0.48611,0.50126,0.34019,1.57828,2.73162,1.81233,0.02564,0,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981
164,38880.2,1.26455,1.65917,0.97204,0.00842,0.37497,0.76938,0.46045,0.51229,0.33859,0.76193,0.45446,0.4991,0.3369,1.57714,2.73968,1.81544,0.02551,0,0.0057945,0.0019315,0.0057945,0.0019315,0.0057945,0.0019315,0.0057945,0.0019315
165,39116.9,1.24088,1.61549,0.95287,0.00843,0.35421,0.77961,0.46627,0.51494,0.33773,0.78449,0.45037,0.49628,0.33963,1.57365,2.75344,1.83565,0.02546,0,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882
166,39353.9,1.2639,1.65542,0.96337,0.00825,0.35013,0.60683,0.48143,0.51663,0.33913,0.59522,0.47274,0.49794,0.34034,1.56796,2.75014,1.84559,0.02536,0,0.0054975,0.0018325,0.0054975,0.0018325,0.0054975,0.0018325,0.0054975,0.0018325
167,39588.8,1.23656,1.6054,0.95204,0.0084,0.35468,0.58521,0.4857,0.51234,0.33773,0.57605,0.48056,0.49448,0.33663,1.57369,2.76106,1.84538,0.02539,0,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783
168,39825.8,1.24072,1.60464,0.94483,0.00852,0.34551,0.75419,0.47418,0.51365,0.33829,0.75038,0.46745,0.49657,0.33744,1.57981,2.7739,1.84083,0.02553,0,0.0052005,0.0017335,0.0052005,0.0017335,0.0052005,0.0017335,0.0052005,0.0017335
169,40063.2,1.26026,1.64601,0.96816,0.00843,0.36192,0.76107,0.4654,0.51183,0.33759,0.75359,0.45975,0.49573,0.33601,1.58112,2.7704,1.84337,0.02554,0,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684
170,40298.7,1.24692,1.63042,0.94712,0.00822,0.3521,0.77589,0.46668,0.51317,0.33685,0.76557,0.4587,0.49451,0.33603,1.57869,2.75193,1.84805,0.02553,0,0.0049035,0.0016345,0.0049035,0.0016345,0.0049035,0.0016345,0.0049035,0.0016345
171,40535.5,1.24863,1.61545,0.96156,0.00845,0.35674,0.76995,0.46651,0.51498,0.33826,0.75865,0.45754,0.49557,0.33869,1.57249,2.77677,1.86483,0.02538,0,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585
172,40772.4,1.22811,1.58819,0.93291,0.00838,0.34778,0.79224,0.45555,0.51357,0.33823,0.78094,0.45122,0.4943,0.33797,1.57145,2.79312,1.85863,0.02532,0,0.0046065,0.0015355,0.0046065,0.0015355,0.0046065,0.0015355,0.0046065,0.0015355
173,41007.7,1.23272,1.60056,0.95077,0.00828,0.36474,0.74012,0.49123,0.51332,0.33996,0.73153,0.48215,0.49739,0.33755,1.57593,2.80883,1.85909,0.02552,0,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486
174,41244.9,1.2193,1.58794,0.92694,0.00827,0.34234,0.73975,0.48715,0.51213,0.34095,0.75,0.47266,0.49753,0.33741,1.57385,2.81103,1.8635,0.0256,0,0.0043095,0.0014365,0.0043095,0.0014365,0.0043095,0.0014365,0.0043095,0.0014365
175,41480.5,1.23178,1.59363,0.92286,0.00818,0.3431,0.7646,0.4758,0.51431,0.3413,0.75426,0.46748,0.49756,0.33963,1.57653,2.81253,1.85642,0.02573,0,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387
176,41716.6,1.23036,1.58367,0.92833,0.00813,0.34308,0.7599,0.4833,0.51296,0.34044,0.74611,0.47422,0.49558,0.33942,1.57475,2.81736,1.85494,0.02575,0,0.0040125,0.0013375,0.0040125,0.0013375,0.0040125,0.0013375,0.0040125,0.0013375
177,41953.6,1.21794,1.57132,0.9092,0.00813,0.33788,0.7427,0.4915,0.51171,0.33864,0.73355,0.48339,0.49433,0.33868,1.57463,2.80832,1.86608,0.02565,0,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288
178,42190.1,1.21445,1.54806,0.89318,0.0081,0.33598,0.74078,0.49733,0.51761,0.34165,0.73186,0.48509,0.4997,0.34139,1.57677,2.82118,1.86716,0.02561,0,0.0037155,0.0012385,0.0037155,0.0012385,0.0037155,0.0012385,0.0037155,0.0012385
179,42426,1.22058,1.5787,0.90456,0.00818,0.3435,0.59039,0.50189,0.51713,0.34185,0.57891,0.49167,0.49857,0.34245,1.58606,2.82614,1.85752,0.02571,0,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189
180,42662.4,1.21895,1.57632,0.9067,0.00818,0.34812,0.7725,0.47865,0.51782,0.34438,0.77937,0.46513,0.50148,0.34336,1.57835,2.81802,1.86345,0.02551,0,0.0034185,0.0011395,0.0034185,0.0011395,0.0034185,0.0011395,0.0034185,0.0011395
181,42899.6,1.12532,1.37945,0.72701,0.00865,0.21474,0.75722,0.48698,0.51565,0.34279,0.7456,0.4783,0.49918,0.3417,1.57195,2.82834,1.88614,0.02533,0,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109
182,43135.4,1.10764,1.34707,0.7097,0.0088,0.2055,0.60922,0.48841,0.5152,0.34213,0.59983,0.47844,0.49865,0.34171,1.57074,2.82286,1.89511,0.0253,0,0.0031215,0.0010405,0.0031215,0.0010405,0.0031215,0.0010405,0.0031215,0.0010405
183,43371.3,1.12614,1.39798,0.73053,0.00856,0.21161,0.75067,0.48755,0.51559,0.34539,0.74007,0.48036,0.50075,0.34316,1.56996,2.82801,1.9042,0.02528,0,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991
184,43608.1,1.12237,1.37037,0.71568,0.00861,0.20682,0.74482,0.4886,0.51493,0.34435,0.73503,0.48255,0.49963,0.34137,1.5702,2.84144,1.89494,0.02532,0,0.0028245,0.0009415,0.0028245,0.0009415,0.0028245,0.0009415,0.0028245,0.0009415
185,43843,1.10835,1.37817,0.70543,0.00842,0.20406,0.58986,0.4935,0.51501,0.34482,0.58205,0.48615,0.49956,0.34098,1.57152,2.84546,1.90244,0.02529,0,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892
