epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
186,44078.7,1.11165,1.36623,0.71222,0.00838,0.20587,0.58379,0.50071,0.51424,0.34478,0.60014,0.47713,0.49853,0.34176,1.57066,2.84052,1.89652,0.02523,0,0.0025275,0.0008425,0.0025275,0.0008425,0.0025275,0.0008425,0.0025275,0.0008425
187,44313.9,1.10574,1.37172,0.72048,0.00855,0.20453,0.5857,0.49211,0.51173,0.345,0.58171,0.48893,0.49914,0.34103,1.57135,2.85174,1.89446,0.02523,0,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793
188,44548.9,1.1162,1.38181,0.73209,0.00838,0.20467,0.58423,0.49343,0.51099,0.34407,0.58644,0.48693,0.4982,0.33988,1.57069,2.84221,1.89992,0.02519,0,0.0022305,0.0007435,0.0022305,0.0007435,0.0022305,0.0007435,0.0022305,0.0007435
189,44784.2,1.09656,1.36542,0.70549,0.00852,0.20539,0.59125,0.49458,0.5112,0.34351,0.58667,0.48933,0.49808,0.33986,1.57497,2.86326,1.89327,0.02533,0,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694
190,45021.2,1.11342,1.38839,0.72008,0.00824,0.20629,0.59103,0.49881,0.51206,0.34351,0.5892,0.4912,0.4983,0.3412,1.57588,2.8635,1.89716,0.02531,0,0.0019335,0.0006445,0.0019335,0.0006445,0.0019335,0.0006445,0.0019335,0.0006445
191,45256.8,1.08655,1.35459,0.69194,0.00847,0.2017,0.58712,0.49879,0.51016,0.34251,0.58687,0.49276,0.49813,0.33995,1.57904,2.86197,1.89944,0.02538,0,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595
192,45492.2,1.08838,1.3616,0.68603,0.00814,0.19866,0.58274,0.50242,0.51203,0.34332,0.58255,0.49881,0.49838,0.34024,1.57887,2.86158,1.90221,0.02535,0,0.0016365,0.0005455,0.0016365,0.0005455,0.0016365,0.0005455,0.0016365,0.0005455
193,45728,1.0802,1.34041,0.67569,0.00805,0.19423,0.59275,0.50083,0.51316,0.34391,0.58951,0.49601,0.50024,0.3414,1.58092,2.86346,1.90281,0.02537,0,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496
194,45964.3,1.08776,1.3489,0.68057,0.00822,0.19801,0.59624,0.50132,0.51402,0.34471,0.59323,0.49368,0.50119,0.34258,1.57873,2.87036,1.90243,0.02533,0,0.0013395,0.0004465,0.0013395,0.0004465,0.0013395,0.0004465,0.0013395,0.0004465
195,46199.4,1.08313,1.35238,0.68262,0.00813,0.19848,0.59505,0.50266,0.51371,0.34563,0.58949,0.49839,0.50077,0.34247,1.5803,2.87212,1.902,0.02535,0,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397
196,46431.6,1.07211,1.33272,0.66774,0.00801,0.19448,0.6013,0.50027,0.51481,0.34576,0.59421,0.4965,0.50141,0.34246,1.58047,2.8754,1.90011,0.02539,0,0.0010425,0.0003475,0.0010425,0.0003475,0.0010425,0.0003475,0.0010425,0.0003475
197,46665.4,1.0979,1.35859,0.69934,0.00813,0.20451,0.59797,0.5027,0.51596,0.34563,0.59064,0.49764,0.50237,0.34365,1.5811,2.87903,1.90712,0.02537,0,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298
198,46899.9,1.07799,1.35058,0.68778,0.00805,0.1986,0.5976,0.50085,0.51554,0.34565,0.5897,0.49476,0.5011,0.34292,1.58231,2.88288,1.90615,0.02539,0,0.0007455,0.0002485,0.0007455,0.0002485,0.0007455,0.0002485,0.0007455,0.0002485
199,47132.4,1.07669,1.33642,0.67456,0.00798,0.19672,0.59726,0.503,0.51543,0.34619,0.59059,0.49791,0.50106,0.34291,1.58275,2.88326,1.90699,0.0254,0,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199
200,47366.4,1.06477,1.3338,0.67556,0.00814,0.20094,0.59938,0.50372,0.51587,0.3465,0.59331,0.49838,0.50097,0.34292,1.58239,2.88689,1.91274,0.02542,0,0.0004485,0.0001495,0.0004485,0.0001495,0.0004485,0.0001495,0.0004485,0.0001495
