epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
100,5736.5,1.11986,2.05868,0.40349,0.0158,0.61397,0.32136,0.31864,0.26241,0.15895,0.32515,0.32281,0.25883,0.15715,1.13234,2.52795,0.48447,0.01504,0,0.000288718,0.000288718,0.000288718
101,5789.42,1.17144,2.09934,0.39471,0.0166,0.62171,0.30071,0.33349,0.27528,0.16932,0.29556,0.32892,0.26434,0.16423,1.13236,2.61405,0.4945,0.01488,0,0.00028322,0.00028322,0.00028322
102,5844.92,1.1198,2.00963,0.39794,0.01571,0.61782,0.36586,0.31058,0.2834,0.17176,0.36289,0.3134,0.28394,0.17741,1.14017,2.57675,0.4902,0.01482,0,0.000277722,0.000277722,0.000277722
103,5904.14,1.11408,2.00067,0.40566,0.01576,0.61239,0.32412,0.29255,0.2717,0.17461,0.31857,0.29517,0.26848,0.17637,1.13008,2.49801,0.47928,0.01463,0,0.000272224,0.000272224,0.000272224
104,5960.46,1.12753,2.01321,0.39798,0.0158,0.59561,0.31782,0.32694,0.27099,0.17065,0.33672,0.32076,0.26855,0.16884,1.11625,2.5231,0.48368,0.01472,0,0.000266727,0.000266727,0.000266727
105,6018.34,1.07289,1.96938,0.39417,0.01445,0.60541,0.37827,0.3007,0.28708,0.1759,0.37474,0.30506,0.28676,0.1728,1.09372,2.50277,0.48874,0.01419,0,0.000261229,0.000261229,0.000261229
106,6076.14,1.13548,2.03759,0.38814,0.01608,0.58848,0.34648,0.31165,0.2666,0.16,0.35852,0.3136,0.26503,0.15759,1.10345,2.50416,0.4902,0.01424,0,0.000255731,0.000255731,0.000255731
107,6128.87,1.08654,1.9693,0.38439,0.01493,0.58669,0.30417,0.33718,0.27349,0.17033,0.31682,0.325,0.27303,0.16696,1.09633,2.53711,0.48647,0.01432,0,0.000250233,0.000250233,0.000250233
108,6182.1,1.11369,2.00313,0.38236,0.01518,0.60636,0.34585,0.3362,0.28149,0.17104,0.3417,0.32936,0.27804,0.1707,1.10851,2.6302,0.48994,0.01447,0,0.000244735,0.000244735,0.000244735
109,6239.77,1.10837,1.95306,0.38796,0.01535,0.58802,0.33575,0.3363,0.28952,0.18487,0.33547,0.33347,0.2845,0.17945,1.0887,2.53235,0.49267,0.01388,0,0.000239238,0.000239238,0.000239238
110,6295.24,1.09695,1.96096,0.38392,0.01535,0.59185,0.36186,0.33411,0.29479,0.18058,0.38459,0.31548,0.28998,0.17564,1.09753,2.56648,0.48822,0.01445,0,0.00023374,0.00023374,0.00023374
111,6350.58,1.08261,1.92649,0.37944,0.01432,0.5749,0.39972,0.36332,0.30681,0.18421,0.38504,0.3374,0.29623,0.17944,1.11074,2.58733,0.48107,0.0145,0,0.000228242,0.000228242,0.000228242
112,6407.53,1.05541,1.89358,0.3805,0.01401,0.57976,0.37409,0.3444,0.31017,0.19777,0.37295,0.33936,0.30173,0.19004,1.08359,2.52548,0.48133,0.01406,0,0.000222744,0.000222744,0.000222744
113,6464.23,1.04741,1.86949,0.38369,0.01416,0.57486,0.38332,0.32356,0.31562,0.20063,0.37914,0.32466,0.30898,0.19087,1.06842,2.56449,0.47773,0.01411,0,0.000217246,0.000217246,0.000217246
114,6520.73,1.09609,1.94987,0.38333,0.01531,0.57072,0.39072,0.3104,0.31227,0.19465,0.38662,0.30536,0.30465,0.18644,1.08126,2.60483,0.48494,0.01406,0,0.000211749,0.000211749,0.000211749
